evn	rus
игэсин-мӣ	просунуться
игэсин-мӣ	влезть
игэсин-мӣ	влиться
игэсин-мӣ	войти
игэсин-мӣ	исчезнуть
игэсин-мӣ	скрыться
игэсин-мӣ	спуститься
игэсин-мӣ	уложиться
игэсин-мӣ	уместиться
игэсин-мӣ	хватить
игэсинде-мӣ	подойти
игэсинде-мӣ	помещаться
игэсинде-мӣ	пробиваться
игэсинде-мӣ	пробираться
игэсинде-мӣ	пролезать
игэсинде-мӣ	влезать
игэсинде-мӣ	вливаться
игэсинде-мӣ	входить
игэсинде-мӣ	скрываться
игэсинде-мӣ	укладываться
игэсинде-мӣ	умещаться
игэсчэрӣ	студёный
идака-мӣ	вздуть
идака̄н	шаман
идакавӯн	кнут
идакавӯн	колотушка
идакавӯн	нагайка
идакадя-мӣ	драть
идакадя-мӣ	колотить
идакадя-мӣ	наказывать
идан	пустяк
идаривкӣ	крапива
идарипчу	кислота
идарипчу	кислый
идарипчу	невкусный
идарихӣ	вино
идарӣ	горечь
идарӣдя-мӣ	чесаться
идарӣдя-мӣ	чувствовать
иде-мӣ	скоблить
идеал	идеал
идеалист	идеалист
идеалистыл	идеалист
идеальнэй	идеальный
идейнэил	идейный
идейнэй	идейный
идеология	идеология
идерӣ	гулкий
идея	идея
идикадя-мӣ	бить
идиот	идиот
идиотскай	идиотский
идиотты	идиотский
идирэ̄	позвоночник
идирэ̄	спина
идирэ̄	хребет
идын	карандаш
идынма	какой
идэ	привычка
идэ̄гэ	вещь
идэгэ̄	изделие
идэгэ̄	предмет
идэгэ̄л	добро
идэгэ̄л	утварь
идэгэ̄лвэ дукӯ-мӣ	описать
идэгэ̄лвэ дукӯдя-мӣ	описывать
идэгэды	вещевой
идя	холодок
ие	рог
иее а̄чин	безрогий
иемнӣ	болезнь
иемэ	костяной
иемэ	роговой
иетчэ-мӣ	завидовать
иечӣ	рогатый
иждивенец	иждивенец
иждивенецил	иждивенец
иждивение	иждивение
избира̄тельнэй	избирательный
избирательнэил	избирательный
известь	известь
извинение	извинение
извини-мӣ	извинить
издава̄й-мӣ	издать
издава̄йде-мӣ	издавать
издание	издание
измена	измена
измени-мӣ	изменить
изменяйде-мӣ	изменять
изобретатель	изобретатель
изобретение	изобретение
изолируй-мӣ	изолировать
изолятор	изолятор
изоляция	изоляция
изумрӯднай	изумрудный
ик	мешок
ик	чехол
иквэ	чехол
икирӣ	червь
икирӣчӣ	червивый
иктана	олень
икту-мӣ	избить
икту-мӣ	треснуть
иктувчэ̄	избитый
иктувӯн	дубина
иктувӯнма	дубина
иктуде-мӣ	пороть
иктуде-мӣ	бить
иктудерэн	барабанить
иктэ	зуб
иктэ-мӣ	находить
иктэ-мӣ	шлёпнуть
иктэв-мӣ	снять
иктэв-мӣ	сфотографировать
иктэвде-мӣ	разноситься
иктэвде-мӣ	фотографировать
иктэвун	моментальный
иктэе а̄чин	беззубый
иктэкэ̄птын	орнамент
иктэлвэ чивӯн	зубочистка
иктэн	удар
иктэчӣ	зубчатый
икэ̄	кастрюля
икэ̄	котёл
икэ̄	тавро
икэ̄-мӣ	исполнить
икэ̄-мӣ	спеть
икэ̄де-мӣ	петь
икэ̄де-мӣ	исполнять
икэ̄де-мӣ	напевать
икэ̄де-мӣ	распевать
икэ̄де-мӣ	танцевать
икэ̄денэ	нараспев
икэ̄кӣт	площадка
икэ̄л-мӣ	запеть
икэ̄л-мӣ	затянуть
икэ̄лде-мӣ	затягивать
икэ̄лдэде-мӣ	плясать
икэ̄лдэн	пляска
икэ̄лэ̄н	запевала
икэ̄мнӣ	певец
икэ̄мнӣ-асӣ	певица
икэ̄мнӣ	танцор
икэ̄мэ	певучий
икэ̄н	мелодия
икэ̄н	напев
икэ̄н	пение
икэ̄н	перевал
икэ̄н	песня
икэ̄н	танец
икэ̄ндӯ икэ̄де-мӣ	воспевать
икэ̄ннэде-мӣ	плясать
икэ̄нӈэ̄	долина
икэ̄рӯде-мӣ	стряпать
икэгды	икота
икэгдэде-мӣ	икать
икэк-мӣ	икнуть
икэксэ	чешуя
икэкчэ-мӣ	икать
икэкэ̄птун	десна
икэл!	стой!
икэлдэ̄мнӣ	плясун
икэн	челюсть
икэри	кость
икэчэ̄н	котелок
ил	тетива
ил-мӣ	зазвучать
ил-мӣ	замереть
ил-мӣ	постановить
ил-мӣ	вставать
ил-мӣ	остановиться
ил-мӣ	слезть
ила-мӣ	зажечь
ила-мӣ	затопить
ила-мӣ	поджечь
ила-мӣ	развести
ила-мӣ	разжечь
ила-мӣ	разложить
ила-мӣ	растопить
илавӯн	топливо
иладя-мӣ	зажигать
иладя-мӣ	затапливать
иладя-мӣ	поджигать
иладя-мӣ	разводить
иладя-мӣ	разжигать
илакта	моло́ки
илакӣт	топка
илаллады	трёхдневный
илан	три
илан анӈанӣӈӣчӣ	трёхлетний
илан бинэл	втроём
илан бинэл	трое
илан нядаллачӣ	трёхнедельный
илан о̄нӈачӣ	треугольник
илан о̄нӈачӣ	треугольный
илан-дя̄гӣ	тридцатый
илан-дя̄гӣвэ	тридцатый
илан-дя̄р	тридцать
илан-дя̄рвэ	тридцать
илан-няма̄дӣл	триста
илан-няма̄дӣл анӈанӣл	трёхсотлетие
иландя̄лэкэ	тринадцать
иланен	тридцать
иланма̄н	тройной
иланӣ	втроём
иланӣ	трое
илаптын	дрова
илаптын	растопка
илаптын	топливо
илара̄	трижды
илат-ми	выжечь
илат-мӣ	натопить
илат-мӣ	обжечь
илатча-мӣ	поджидать
илатча-мӣ	отапливать
илатча̄-мӣ	выжигать
илачивӯн	кочерга
илачивӯн	топливо
илачӣ	трёхлетний
илачӣвӯн	горючее
илбарисӣ	приторный
илбимуде-мӣ	настораживать
илбин	наживка
илбинма	наживка
илбэ-мӣ	перегнать
илбэ-мӣ	пригнать
илбэ̄чивӯн	кнут
илбэде-мӣ	загонять
илбэде-мӣ	перегонять
илбэде-мӣ	пригонять
илбэде-мӣ	бить
илбэде-мӣ	гнать
илбэде-мӣ	охотиться
илбэде-мӣ	стегать
илбэде-мӣ	угонять
илбэдекӣт	перегон
илбэргэ-мӣ	выпучить
илбэргэ-мӣ	вытаращить
илбэтчэ-мӣ	погонять
илбэчивӯн	бич
илбэчивӯн	ботало
илбэчивӯн	хлыст
илбэчимнӣ	погонщик
илва	тетива
илга	бойкий
илга	ловкий
илга	осанка
илга	расторопный
илга	смелый
илгадя-мӣ	караулить
илган	стан
илган	фигура
илгат	ловко
илгачӣ	стройный
илгима-мӣ	выстроиться
илгима̄н-мӣ	остановиться
илгима̄нде-мӣ	останавливаться
илгимадя-мӣ	мелькать
илгиман-мӣ	постоять
илгэ-мӣ	подступить
илгэ-мӣ	почувствовать
илгэде-мӣ	подступать
илгэде-мӣ	подходить
илгэн	струна
илдехэ̄	липа
илдиттэдя-мӣ	обещать
илды	звучный
илды-мӣ	соскочить
илды-мӣ	спрыгнуть
илдывэ	звучный
илдырэн	соскочить
илдэ	кожа
илдя-мӣ	слезать
илдярӣ	стоячий
илив-мӣ	заставить
илив-мӣ	поставить
илив-мӣ	расставить
илив-мӣ	установить
иливдя-мӣ	заставлять
иливдя-мӣ	ставить
иливдя-мӣ	устанавливать
иливка̄н-мӣ	поставить
иливка̄н-мӣ	остановить
иливка̄нде-мӣ	выстраивать
иливка̄нде-мӣ	останавливать
иливка̄нэн	поставить
иливран	заставить
иливран	поставить
иливран	расставить
иливув-мӣ	установиться
иливугда	третий
иликса	слизь
иликса	сопля
иликсачӣ	сопливый
илилды-мӣ	соскочить
илилдыран	соскочить
илимнак	стоймя
илин	вставание
илин	тетива
илинча-мӣ	бросить
илискаран	насморт
илитча-мӣ	отстоять
илитча-мӣ	стоять
илитчака̄кӯт-мӣ	простоять
илихал	сопля
иличин	перебой
иличиӈде-мӣ	держать
иличиӈнадя-мӣ	балансировать
иличэ-мӣ	потревожить
иличэ-мӣ	прикоснуться
иличэде-мӣ	прикасаться
иличэде-мӣ	касаться
илкал!	постой!
илкичэде-мӣ	надеяться
илкичэрӣ	надежда
илку-мӣ	попасть
илкуран	попасть
илкурэ̄-мӣ	свести
илкэ	ещё
илкэ-мӣ	попробовать
илкэ̄н	зарубка
илкэ̄н	знак
илкэ̄н-мӣ	зарубить
илкэ̄нде-мӣ	засекать
илкэде-мӣ	палить
илкэн	метка
илкэнде-мӣ	метить
илкэрӣ	засуха
илкэчэ̄	жгучий
илкэчэ̄	зной
илкэчэ̄	знойный
иллал-мӣ	сжалиться
иллал-мӣ	смягчиться
иллалмука̄н-мӣ	смягчить
иллан	вставать
иллан	замереть
иллан	постановить
иллан	слезть
иллан-мӣ	пожалеть
илландя-мӣ	жалеть
илливуврӣ	мероприятие
илливӯн	шитьё
иллэ	кожа
иллэ	корпус
иллэ	организм
иллэ	плоть
иллэ	тело
иллэ	торс
иллэ	туловище
иллэ	туша
иллэвэ булдиде-мӣ	калечить
илмакта	молодой
илмакта	юность
илмакта-мӣ	помолодеть
илмактадуви	смолоду
илмактал	молодёжь
илмалча-мӣ	вскочить
илмалчадя-мӣ	вскакивать
илмалчаран	вскочить
илтэе	насквозь
илтэмнэк	мимо
илтэмнэк	через
илтэн-ми	миновать
илтэн-мӣ	пройти
илтэн-мӣ	проскочить
илтэнде-мӣ	продолжаться
илтэнде-мӣ	проезжать
илтэнде-мӣ	проехать
илтэнде-мӣ	проскакивать
илтэнде-мӣ	проходить
илтэнде-мӣ	течь
илтэнденэ	проездом
илтэнкӣт	проезд
илтэнму-мӣ	провести
илтэнмукэ̄н-мӣ	пропустить
илтэнчэ	минувший
илтэс	мимо
илу	брюхатый
илча-мӣ	заплести
илчадя-мӣ	заплетать
илчадя-мӣ	плести
илчак	находчивый
илчаркан	коса
илчарӯ-мӣ	заплести
илэ	человек
илэ̄де-мӣ	обдирать
илэ̄т-мӣ	облупить
илэ̄т-мӣ	ободрать
илэгир	долина
илэгир	падь
илэде-мӣ	лизать
илэде-мӣ	обдирать
илэды	человеческий
илэкэ̄н-мӣ	облупить
илэкэ̄т	шаман
илэл	люди
илэл	население
илэл а̄чиртын	безлюдье
илэл ӈэнэрӣтын	шествие
илэлэ а̄чин	безлюдный
илэмэ	гостеприимный
илэмэ	обаятельный
илэмэ	общительный
илэмэ̄н	радушный
илэмэ̄н	сердечный
илэмэ̄н	человеколюбивый
илэмэ̄н	человечность
илэн	селезёнка
илэрӣл-мӣ	заныть
илэт-мӣ	содрать
илэты	людоед
илэхин-мӣ	облупить
илэхин-мӣ	ободрать
илэчэ-мӣ	задеть
илэчэ-мӣ	поддеть
илэчэ-мӣ	коснуться
илэчэ-мӣ	тронуть
илэчэде-мӣ	задевать
илэчэде-мӣ	мешать
илэчэдедя-мӣ	трогать
илӣ	треть
илӣватын	третий
илӣн	треть
илӣпты	третий
илӣптыва	третий
илӣптыт	в-третьих
илӣтын	третий
им	метка
им	тавро
има-мӣ	засыпа́ть
има-мӣ	сгрести
има̄-мӣ	закопать
има̄-мӣ	зарыть
има̄-мӣ	похоронить
има̄-мӣ	окопать
има̄де-мӣ	закапывать
има̄де-мӣ	окапывать
има̄рэн	закопать
има̄рэн	похоронить
имавча̄	засыпанный
имаган	козёл
имаганчика̄н	козлёнок
имадя-мӣ	зарывать
имадя-мӣ	сгребать
имана-мӣ	запорошить
имана-мӣ	выпасть
иманавча̄	засыпанный
иманадя-мӣ	падать
имандяран	снегопад
иманна	снег
иманнака̄н	снежинка
иманнама	снежный
иманнама букача̄н	сугроб
иманнара̄-мӣ	засыпа́ть
иманначӣ	снежный
имаурэ̄де-мӣ	топить
имдя-мӣ	клеймить
иммунитет	иммунитет
иммэ о̄-мӣ	заклеймить
имнихин	запах
имнэ̄	клеймо
император	император
империя	империя
импорт	импорт
импортируйдя-мӣ	импортировать
имӯрӣ	запах
имувӯнэ дярин	смазочный
имуптынмэ	мазь
имурэ̄	жир
имурэ̄	шпик
имурэ̄-мӣ	вытопить
имурэ̄тэй	масляный
имурэ̄чӣкэн	маслянистый
имурэ̄ӈ-мӣ	натопить
имэндугэчэ̄	нараспашку
имэндэ	пуговица
имэнну-мӣ	застегнуть
имэннӯ-мӣ	завязать
имэннӯде-мӣ	завязывать
имэннӯде-мӣ	застёгивать
имэннэ	пуговица
имэннэгэ-мӣ	распахнуть
имэннэгэ̄де-мӣ	распахивать
имэннэкэ̄н	петлица
имэннэлгэ-мӣ	отстегнуть
имэннэлгэ-мӣ	распахнуться
имэннэлгэ-мӣ	растегнуть
имэннэлгэ̄чэ̄	нараспашку
имэннэлгэде-мӣ	отстёгивать
имэннэптун	застёжка
имэннэптун	петлица
имэннэптун	петля
имэннэптун	пуговица
имӯ-мӣ	намазать
имӯ-мӣ	размазать
имӯ-мӣ	смазать
имӯде-мӣ	мазать
имӯде-мӣ	намазывать
имӯде-мӣ	размазывать
имӯксэ	ворвань
имӯксэ	жир
имӯксэ	сало
имӯктэ	брусника
имӯптын	мазь
имӯрэ̄	масло
имӯрэ̄	сало
имӯрэ̄ӈӣвун	маслобойка
имӯрэ̄ӈӣвӯн	сепаратор
имӯрэн	намазать
имӯрэн	смазать
имӯщэил	имущий
имӯщэй	имущий
ин	жизнь
ин	кишка
ин-мӣ	прожить
ина̄муксэн	уголок
инак	корова
инамукта	слеза
инамул-мӣ	заплакать
инан	свояк
инан	тетерев
инвалид	инвалид
инвалидность	инвалидность
инвалидыл	инвалид
инвентарь	инвентарь
инде-мӣ	жить
инде-мӣ	существовать
индерӣ	невредимый
индивидуа̄льнэил	индивидуальный
индивидуа̄льнэй	индивидуальный
индустриа̄льнэй	индустриальный
индустриализация	индустриализация
индустрия	индустрия
инды	жизненный
ине̄н	насмешка
иневкэ̄н-мӣ	насмешить
иневкэ̄нде-мӣ	развлекать
иневкэ̄нде-мӣ	тешить
иневӯнтэ̄-мӣ	подшутить
иневунтэ̄де-мӣ	глумиться
иневунтэвкэ̄	ирония
иневунтэдерӣ	иронический
иневӯнтэ̄-мӣ	высмеять
иневӯнтэ̄де-мӣ	высмеивать
иневӯнтэ̄де-мӣ	смеяться
иневӯнтэ̄н	травля
инеде-мӣ	посмеяться
инеде-мӣ	смеяться
инектэвкэ̄нде-мӣ	смешить
инектэвӯн	посмещище
инектэде-мӣ	посмеиваться
инектэде-мӣ	смеяться
инектэде-мӣ	хохотать
инектэде-мӣ	шутить
инектэл-мӣ	засмеяться
инектэл-мӣ	захохотать
инектэл-мӣ	рассмеяться
инел-мӣ	улыбнуться
инелде-мӣ	улыбаться
инемӯпчу	забавный
инемуде-мӣ	улыбаться
инемупчу	курьёзный
инемупчу	чудной
инемупчӯ	уморительный
инемур	улыбка
инемусин	усмешка
инемусин-мӣ	усмехнуться
инемусӣн	улыбка
инемусӣн-мӣ	улыбнуться
инемухӣ	смешной
инемэ	комический
инемэ	комичный
инемэ	любопытный
инемэ бэе	чудак
инемэс	гроб
инемӯпчу	смешной
инен	шутка
инет-мӣ	засмеяться
инеӈэ̄	клык
инженер	инженер
инженерды	инженерный
инженернай	инженерный
ини	вьюк
ини	груз
ини-мӣ	принести
ини-мӣ	взвалить
инивэ	вьюк
инивэ	груз
инивӯн	ноша
инигэ̄-мӣ	расседлать
инигэ̄де-мӣ	сбрасывать
инигэ̄дерӣ	вьючный
иниде-мӣ	переносить
иниде-мӣ	нагружать
иниде-мӣ	нести
иниде-мӣ	тащить
иникин	бойкий
иникин	живой
иникин	живучий
иникинмэ	живой
иникинмэ	живучий
иниктэде-мӣ	таскать
инилгэ-мӣ	развьючить
инимӯнмэ	ноша
инин-мӣ	набросить
инирэн	взвалить
инирэн	принести
инисин-мӣ	перенести
инисин-мӣ	понести
инисин-мӣ	утащить
инисинэн	перенести
инисинэн	утащить
инихин-мӣ	нести
инициатива	инициатива
инициатор	инициатор
иничэ̄н	подвижной
инкит	жизнь
инкитвэ	жизнь
инмар	ремень
инмэ	жизнь
инмэ	игла
инмэк	сума
инмэк	сумка
инмэктэ	уда
инмэрук	игольница
инни	язык
иннивэ	язык
иннир	пучок
иннир	связка
иннир	узел
иннирвэ	пучок
иннирвэ	связка
иннирвэ	узел
иностра̄ннэил	иностранный
иностра̄ннэй	иностранный
иностранец	иностранец
инострацил	иностранец
инспектор	инспектор
инспеция	инспекция
инстанция	инстанция
инстинкт	инстинкт
институт	институт
институтвэ	институт
инструктор	инструктор
инструкция	инструкция
интеллиге̄нт	интеллигент
интеллиге̄нтнэй	интеллигентный
интеллиге̄нтыл	интеллигент
интеллиге̄нция	интеллигенция
интервенция	интервенция
интервью	интервью
интере̄снэй	интересный
интереснэил	интересный
интересуӣвкэ̄н-мӣ	заинтересовать
интересуй-мӣ	заинтересоваться
интересӯйде-мӣ	интересоваться
интернациона̄льнэил	интернациональный
интернациона̄льнэй	интернациональный
интуиция	интуиция
информация	информация
информируйдя-мӣ	информировать
инцидент	инцидент
инэ-мӣ	влиться
инэде-мӣ	впадать
инэде-мӣ	дневать
инэкинди эмэ̄нмӯ-мӣ	уцелеть
инэлде-мӣ	светлеть
инэллэн	заря
инэми	рябчик
инэн	дожить
инэрӣ	рассвет
инэтчэ-мӣ	жить
инэтчэ-мӣ	караулить
инэчимнӣ	пастух
инэӈ	полдень
инэӈ	юг
инэӈ дулин	полдень
инэӈды	южный
инэӈи	заря
инэӈкэ̄кин	полдень
инэӈмэ̄н	сегодня
инэӈмэ̄н	сегодняшний
инэӈнитыкипты	каждодневный
инэӈтыклэ̄	ежедневно
инэӈӣ	день
инэӈӣпта	дневной
инэӈӣтыкиндӯ	ежедневно
инэӈӣтыкипты	ежедневный
инямукта	слеза
инёвунтэ̄де-мӣ	потешаться
инёмук	смех
инёмэчэе	смешной
инён	смех
инӈакта	волос
инӈакта	мех
инӈакта	шерсть
инӈактама	шерстяной
инӈар	шов
инӈахар	волосатый
инӈахар	меховой
инӈи-мӣ	затянуть
инӈиде-ми	морозить
инӈиде-мӣ	затягивать
инӈилгэ̄-мӣ	развязать
инӈипчу	морозный
инӈипчувэ	морозный
инӈирэн	затянуть
инӈуде-мӣ	шуметь
инӈэ̄ктэ	глаз
инӈэктэ	черёмуха
инӈэмкурэ̄	черёмуха
инӣвде-мӣ	вьючить
инӣвун	вьюк
инӣвунмэ	вьюк
инӣгивӯн	средства
инӣгивӯнмэ	средства
инӣкин	жизненный
ипкисин-мӣ	закричать
ипкуде-мӣ	диктовать
ипкэ-мӣ	приказать
ипкэ-мӣ	распорядиться
ипкэ-мӣ	скомандовать
ипкэ̄н	команда
ипкэ̄н	ложка
ипкэ̄чимнӣ	командир
ипкэде-мӣ	приказывать
ипкэде-мӣ	командовать
ипкэде-мӣ	наказывать
ипкэн	приказ
ипкэн	распоряжение
ипкэннэ	приказание
ипкэрӣ	командование
ипкэтчэ-мӣ	заставлять
ипкэтчэ-мӣ	распоряжаться
ипкэтчэрӣ	повелительный
ипкэчимнӣ	распорядитель
ипкэчин	наказ
ипкэчин	предложение
ипкэчинмэ дялупки-мӣ	повиноваться
иптадярӣ	засушливый
иптарга-мӣ	загореть
иптарга-мӣ	выгореть
иптаргадя-мӣ	загорать
иптаргадя-мӣ	выгорать
иптарган	загар
иптаргача̄	загорелый
иптарӣ	засуха
ипэ-мӣ	заставить
ир-мӣ	поспеть
ир-мӣ	свариться
ир-мӣ	сжарить
ир-мӣ	созреть
иракта	царь
ирактага	царь
ирас	ясный
ирбэ	нерест
ирбэде-мӣ	метать
иргакта	овод
ирган-мӣ	отмахнуть
ирги	хвост
ирги-мӣ	вскормить
ирги-мӣ	вывести
иргӣткӣт	питомник
иргӣтчӣлде-мӣ	приручить
иргӣтчэ-мӣ	приручать
иргӣӈэ̄	падчерица
иргӣӈэ̄	питомец
иргивэ	хвост
иргигдэ	выдра
иргиде-мӣ	вскармливать
иргиде-мӣ	выращивать
иргиде-мӣ	обдирать
иргинды	хвост
иргинни	глухарь
иргинник	откуда
иргиннэ	хвост
иргирэн	вскормить
иргирэн	вывести
иргисэ̄	подорожник
иргит	откуда
иргит-вэл	откуда-нибудь
иргит-мӣ	прокормить
иргит-мӣ	вспоить
иргит-тэ̄	ниоткуда
иргиттэ̄нэдук	отовсюду
иргиттэн	прокормить
иргитчэ-мӣ	воспитывать
иргитчэрӣ	воспитатель
иргитэн	вспоить
иргичӣ тупака	запятая
иргичив-мӣ	прокормиться
иргичиврэн	прокормиться
иргичимнӣ	сиделка
иргичимнӣвэ	сиделка
иргичин	воспитание
иргичинмэ	воспитание
иргичӣ	волк
иргичӣ-энӣн	волчица
иргичӣвэ	волк
иргичӣткэ̄н	волчонок
иргичӣӈи	волчий
иргиӈэ̄	воспитанник
иргэ	мозг
иргэ	разум
иргэ	рассудок
иргэ	ум
иргэ а̄чинин	безрассудство
иргэ а̄чинин	безумие
иргэе а̄чин	безмозглый
иргэе а̄чин	безрассудный
иргэе а̄чин	бестолковый
иргэе а̄чин о̄мӣ	взбеситься
иргэчӣ	разумный
иргэчӣ	умный
иргӣ	родня
иргӣде-мӣ	кормить
иргӣде-мӣ	откармливать
иргӣде-мӣ	разводить
иргӣде-мӣ	содержать
иргӣт-мӣ	выкормить
иргӣттэн	выкормить
иргӣтчэ-мӣ	растить
иргӣчимнӣ	опекун
иргӣчимнӣвэ	опекун
иргӣчиӈнэ-мӣ	выкармливать
иргӣчтэ-мӣ	опекать
ирде-мӣ	поспевать
ирде-мӣ	вызревать
ирде-мӣ	колоситься
ирде-мӣ	спеть
ирдя-мӣ	волочить
ирдя-мӣ	тащить
ирдяга-мӣ	скалить
ири-мӣ	зажарить
ири-мӣ	поджарить
ири-мӣ	изжарить
ири-мӣ	испечь
ири-мӣ	напечь
ирив-мӣ	выпечь
ирив-мӣ	сварить
ириврэн	выпечь
иривча̄	варёный
иривча̄вэ	варёный
иривчэ уллэ	жаркое
иривчэ̄	жареный
иривчэ̄	испечённый
иривчэ̄л умуктал	яичница
ириде-мӣ	печь
ириде-мӣ	варить
ириде-мӣ	доходить
ириде-мӣ	жарить
ириде-мӣ	киснуть
ирикитвэ	хлебопекарня
ирикта	муравей
ирикӣ	идиот
ирил-мӣ	закисать
ирил-мӣ	скиснуть
ирилин	умопомешательство
ириллэн	закисать
ирилмэ	идиотский
ирилчэ̄	бешеный
ирилчэ̄	идиот
ирилчэ̄	сумасшедший
ирилчэ̄	умалишённый
иримкит-мӣ	откашляться
иримнӣва	булочник
иринэк	муравейник
ириран	поджарить
ирирэн	испечь
ирирэн	напечь
иристыдя-мӣ	ворчать
ирихин-мӣ	вздохнуть
ирихинэн	вздохнуть
ирка̄н	нож
иркиде-мӣ	выпекать
иркилэхэнӣ	август
иркин	август
иркин	июль
иркинмэ	август
иркинмэ	июль
иркукэ	находка
иркукэ̄	добыча
иркэ̄кӯт-мӣ	перезреть
иркэкин	свежий
иркэкъет	по-новому
ирония	ирония
иронӣческай	иронический
иррэн	поспеть
иррэн	свариться
иррэн	сжарить
иррэн	созреть
ирсара̄в-мӣ	стиснуть
иртанэдук	отовсюду
иртистыл-мӣ	заворчать
иртыкӣтэ̄нэ̄	повсеместно
иртыкӣтэ̄нэду	повсюду
иртыкӣ-вэл	куда-либо
иртыкӣ-вэл	куда-то
иртыкӣ?	куда
ирӯ	повозка
ирӯ-мӣ	погрузиться
ирӯва	повозка
ирӯвӯн	повозка
ирӯвӯнма	повозка
ирӯде-мӣ	погружаться
ирӯрэн	погрузиться
ирӯсин-мӣ	потащить
ирув-мӣ	погрузить
ирувӯн	подвода
ирувӯн	телега
ирувӯнма	телега
ирчачивӯн	невод
ирчэ̄	зрелый
ирчэ̄	новый
ирчэ̄	созревший
ирчэ̄	спелый
ирэ̄вэг	лес
ирэ̄ксэмэ	меховой
ирэ̄ктэ	дерево
ирэ̄ктэ	лиственница
ирэ̄мэ̄	гостеприимный
ирэ̄мэ̄де-мӣ	гостить
ирэ̄мэ̄дел	гости
ирэ̄мэ̄дэ	гость
ирэ̄мэ̄н	гостинец
ирэ̄хэмэ	меховой
ирэ̄ӈкӣ	сумасшедший
ирэгэ̄	напильник
ирэгэ̄	подпилок
ирэгэ̄-мӣ	обточить
ирэгэ̄-мӣ	спилить
ирэде-мӣ	обдирать
ирэксэ	мех
ирэксэ	шкура
ирэмэ̄-мӣ	заглянуть
ирэмэ̄-мӣ	посетить
ирэмэ̄-мӣ	навестить
ирэмэ̄де-мӣ	заглядывать
ирэмэ̄де-мӣ	заходить
ирэмэ̄де-мӣ	посещать
ирэмэ̄де-мӣ	приходить
ирэмэ̄де-мӣ	навещать
ирэмэ̄н	посетитель
ирэмэ̄н	посещение
ирэмӣмэ̄тчэ-мӣ	ходить
ирэпчинэ	скобель
ирэпчӣ-мӣ	состругать
ирэпчӣде-мӣ	строгать
ирэпчӣнэ	рубанок
ирэпчӣнэ	скребок
ирэпчӣсэмнэ	стружка
ирэӈку	бешенство
ирӯ	воз
ирӯва	воз
ирӯвӯн	обоз
ирӯдя-мӣ	везти
ирӯдя-мӣ	волочить
ирӯдя-мӣ	катить
ирӯдя-мӣ	тащить
ирӯдя-мӣ	тянуть
ирӯдя̄к	борозда
ирӯдя̄к	колея
ирӯдярӣ	буксир
ирӯдяӈки	буксир
ирӯмнӣ	возчик
ирӯмнӣ	извозчик
ирӯмнӣва	возчик
ис-мӣ	поравняться
ис-мӣ	выдергать
ис-мӣ	выдрать
ис-мӣ	вырвать
ис-мӣ	добиться
ис-мӣ	добраться
ис-мӣ	добрести
ис-мӣ	доехать
ис-мӣ	дойти
ис-мӣ	достать
ис-мӣ	достигнуть
ис-мӣ	общипать
ис-мӣ	ощипать
иса̄ктэ	короста
исакӣ	лопатка
исив-мӣ	проводить
исив-мӣ	довезти
исив-мӣ	довести
исив-мӣ	донести
исив-мӣ	доставить
исивдя-мӣ	доводить
исивдя-мӣ	доносить
исивдяран	доносить
исивдярӣ	достижимый
исивран	довезти
исивран	довести
исивран	донести
исивран	проводить
исилэ	едва
исин	достижение
исин-мӣ	выщипать
исинэн	выщипать
иситчэ-мӣ	лежать
иск	иск
исключительнай	исключительный
ископаемыел	ископаемые
искусство	искусство
искэг	пузырь
искэмэ	гвоздь
ислан	бурый
исма̄чин	цель
исна̄в-мӣ	довести
исна̄врэн	довести
испанец	испанец
испанец-асӣ	испанка
испанияды	испанский
испанскэй	испанский
исповедь	исповедь
исполком (исполнительнай комитет	исполком (исполнительный комитет)
исследова̄йде-мӣ	исследовать
исследователь	исследователь
исследоваӣн	исследование
истан	добиться
истан	добраться
истан	добрести
истан	доехать
истан	дойти
истан	достать
истан	достигнуть
истан	поравняться
истина	истина
историк	историк
историческэй	исторический
история	история
историяды	исторический
истребитель	истребитель
истэн	выдергать
истэн	выдрать
истэн	вырвать
истэн	общипать
истэн	ощипать
исча-мӣ	добиваться
исча-мӣ	добираться
исча-мӣ	доставать
исча-мӣ	доходить
исча-мӣ	щипать
исчаран	добиваться
исчэ-мӣ	выдирать
исчэ-мӣ	выдёргивать
исчэ-мӣ	вырывать
исэде-мӣ	рвать
исэкӣ	войлок
исэримуде-ми	мутить
исэринэ	рвота
исэрӣ-мӣ	вырвать
исэрӣмӯде-мӣ	тошнить
исэрӣмӯмэ	тошнотворный
исэрӣн	тошнота
италияды	итальянский
итальянец	итальянец
итальянскэй	итальянский
итлэнчэ̄	истекший
итог	итог
итчэ-мӣ	двигаться
итчэкӯчил-мӣ	заворчать
итчэкутчэ-мӣ	ворчать
итчэкӯтчэ-мӣ	рычать
итчэкӯтчэ-мӣ	скулить
иты	бытовой
иты	закон
иты	конституция
иты	обиход
иты	обычай
иты	порядок
иты	уклад
иты а̄чинин	беспорядок
иты̄	распорядок
иты̄	режим
иты̄	строй
иты̄	традиция
иты̄ва	распорядок
иты̄ва	строй
иты̄ва	традиция
иты̄ды	традиционный
итыв-мӣ	поставить
итыв-мӣ	водрузить
итыв-мӣ	воздвигнуть
итыв-мӣ	изготовить
